,trip_id,train_name,date,cargo,station_id,event,cargo_type,fuel_level,ended
20,VRJNVGFYGW,HHEXD,2024-06-03 10:12:59,41.0,station_A,Final carga,Chemicals,800.0,True
21,VRJNVGFYGW,HHEXD,2024-06-03 10:12:59,41.0,station_A,Salida de vagones,Chemicals,800.0,True
22,VRJNVGFYGW,HHEXD,2024-06-03 11:10:04,41.0,station_B,Llegada de vagones,Chemicals,715.4,True
23,VRJNVGFYGW,HHEXD,2024-06-03 11:12:56,25.0,station_B,Descarga de vagones,Chemicals,,True
24,VRJNVGFYGW,HHEXD,2024-06-03 11:12:56,25.0,station_B,Salida de vagones,Chemicals,715.4,True
25,VRJNVGFYGW,HHEXD,2024-06-03 11:53:12,25.0,station_C,Llegada de vagones,Chemicals,670.4,True
26,VRJNVGFYGW,HHEXD,2024-06-03 11:58:05,0.0,station_C,Descarga de vagones,Chemicals,670.4,True
27,VRJNVGFYGW,HHEXD,2024-06-03 11:58:05,0.0,station_C,Salida de vagones,Chemicals,670.4,True
28,VRJNVGFYGW,HHEXD,2024-06-03 13:46:30,0.0,station_D,Llegada de vagones,Chemicals,580.4,True
29,VRJNVGFYGW,HHEXD,2024-06-03 13:46:30,0.0,station_D,Descarga de vagones,Chemicals,580.4,True
30,VRJNVGFYGW,HHEXD,2024-06-03 13:46:30,0.0,station_D,Salida de vagones,Chemicals,580.4,True
31,VRJNVGFYGW,HHEXD,2024-06-03 15:10:58,0.0,station_E,Llegada de vagones,Chemicals,520.4,True
32,VRJNVGFYGW,HHEXD,2024-06-03 15:10:58,-43.0,station_E,Descarga de vagones,Chemicals,520.4,True
33,VRJNVGFYGW,HHEXD,2024-06-03 15:10:58,0.0,station_E,Salida de vagones,Chemicals,520.4,True
34,VRJNVGFYGW,HHEXD,2024-06-03 16:49:30,0.0,station_F,Llegada de vagones,Chemicals,448.4,True
35,VRJNVGFYGW,HHEXD,2024-06-03 16:49:30,0.0,station_F,Descarga de vagones,Chemicals,448.4,True
36,VRJNVGFYGW,HHEXD,2024-06-03 16:49:30,0.0,station_F,Salida de vagones,Chemicals,448.4,True
37,VRJNVGFYGW,HHEXD,2024-06-03 19:44:26,0.0,station_G,Llegada de vagones,Chemicals,298.4,True
38,VRJNVGFYGW,HHEXD,2024-06-03 19:44:26,0.0,station_G,Descarga de vagones,Chemicals,298.4,True
39,VRJNVGFYGW,HHEXD,2024-06-03 19:44:26,0.0,station_G,Final de ruta,Chemicals,298.4,True
40,F9SXMECOSF,VXRCS,2024-06-04 10:07:23,37.0,station_A,Final carga,Electronics,1200.0,True
41,F9SXMECOSF,VXRCS,2024-06-04 10:07:23,37.0,station_A,Salida de vagones,Electronics,1200.0,True
42,F9SXMECOSF,VXRCS,2024-06-04 10:52:47,37.0,station_B,Llegada de vagones,Electronics,1134.24,True
43,F9SXMECOSF,VXRCS,2024-06-04 10:56:08,13.0,station_B,Descarga de vagones,Electronics,1134.24,True
44,F9SXMECOSF,VXRCS,2024-06-04 10:56:08,13.0,station_B,Salida de vagones,Electronics,1134.24,True
45,F9SXMECOSF,VXRCS,2024-06-04 11:32:28,13.0,station_C,Llegada de vagones,Electronics,1101.696,True
46,F9SXMECOSF,VXRCS,2024-06-04 11:32:58,9.0,station_C,Descarga de vagones,Electronics,1101.696,True
47,F9SXMECOSF,VXRCS,2024-06-04 11:32:58,9.0,station_C,Salida de vagones,Electronics,1101.696,True
48,F9SXMECOSF,VXRCS,2024-06-04 13:05:00,9.0,station_D,Llegada de vagones,Electronics,1023.2159999999999,True
49,F9SXMECOSF,VXRCS,2024-06-04 13:05:53,2.0,station_D,Descarga de vagones,Electronics,1023.2159999999999,True
50,F9SXMECOSF,VXRCS,2024-06-04 13:05:53,2.0,station_D,Salida de vagones,Electronics,1023.2159999999999,True
51,F9SXMECOSF,VXRCS,2024-06-04 13:54:12,2.0,station_E,Llegada de vagones,Electronics,974.2559999999999,True
52,F9SXMECOSF,VXRCS,2024-06-04 13:54:26,0.0,station_E,Descarga de vagones,Electronics,974.2559999999999,True
53,F9SXMECOSF,VXRCS,2024-06-04 13:54:26,0.0,station_E,Salida de vagones,Electronics,974.2559999999999,True
54,F9SXMECOSF,VXRCS,2024-06-04 14:55:55,0.0,station_F,Llegada de vagones,Electronics,916.6559999999998,True
55,F9SXMECOSF,VXRCS,2024-06-04 14:55:55,0.0,station_F,Descarga de vagones,Electronics,916.6559999999998,True
56,F9SXMECOSF,VXRCS,2024-06-04 17:15:43,0.0,station_G,Llegada de vagones,Electronics,796.6559999999998,True
57,F9SXMECOSF,VXRCS,2024-06-04 17:15:43,0.0,station_G,Descarga de vagones,Electronics,796.6559999999998,True
58,F9SXMECOSF,VXRCS,2024-06-04 17:15:43,0.0,station_G,Final de ruta,Electronics,796.6559999999998,True
59,XWNREK8PK3,UDAXI,2024-06-05 10:10:40,78.0,station_A,Final carga,Textiles,1000.0,True
60,XWNREK8PK3,UDAXI,2024-06-05 10:10:40,78.0,station_A,Salida de vagones,Textiles,1000.0,True
61,XWNREK8PK3,UDAXI,2024-06-05 11:53:05,78.0,station_B,Llegada de vagones,Textiles,957.28,True
62,XWNREK8PK3,UDAXI,2024-06-05 12:00:04,7.0,station_B,Descarga de vagones,Textiles,957.28,True
63,XWNREK8PK3,UDAXI,2024-06-05 12:00:04,7.0,station_B,Salida de vagones,Textiles,957.28,True
64,XWNREK8PK3,UDAXI,2024-06-05 13:13:39,7.0,station_C,Llegada de vagones,Textiles,941.872,True
65,XWNREK8PK3,UDAXI,2024-06-05 13:13:56,4.0,station_C,Descarga de vagones,Textiles,941.872,True
66,XWNREK8PK3,UDAXI,2024-06-05 13:13:56,4.0,station_C,Salida de vagones,Textiles,941.872,True
67,XWNREK8PK3,UDAXI,2024-06-05 16:03:21,4.0,station_D,Llegada de vagones,Textiles,904.4319999999999,True
68,XWNREK8PK3,UDAXI,2024-06-05 16:03:32,2.0,station_D,Descarga de vagones,Textiles,904.4319999999999,True
69,XWNREK8PK3,UDAXI,2024-06-05 16:03:32,2.0,station_D,Salida de vagones,Textiles,904.4319999999999,True
70,XWNREK8PK3,UDAXI,2024-06-05 18:09:06,2.0,station_E,Llegada de vagones,Textiles,879.9519999999999,True
71,XWNREK8PK3,UDAXI,2024-06-05 18:09:06,2.0,station_E,Descarga de vagones,Textiles,879.9519999999999,True
72,XWNREK8PK3,UDAXI,2024-06-05 18:09:06,2.0,station_E,Salida de vagones,Textiles,879.9519999999999,True
73,XWNREK8PK3,UDAXI,2024-06-05 20:27:21,2.0,station_F,Llegada de vagones,Textiles,850.5759999999999,True
74,XWNREK8PK3,UDAXI,2024-06-05 20:27:21,2.0,station_F,Descarga de vagones,Textiles,850.5759999999999,True
75,XWNREK8PK3,UDAXI,2024-06-05 20:27:21,2.0,station_F,Salida de vagones,Textiles,850.5759999999999,True
76,XWNREK8PK3,UDAXI,2024-06-06 01:34:08,2.0,station_G,Llegada de vagones,Textiles,789.3759999999999,True
77,XWNREK8PK3,UDAXI,2024-06-06 01:34:08,2.0,station_G,Descarga de vagones,Textiles,789.3759999999999,True
78,XWNREK8PK3,UDAXI,2024-06-06 01:34:08,2.0,station_G,Final de ruta,Textiles,789.3759999999999,True
79,UZRENUN5Z3,HHEXD,2024-06-06 10:04:49,34.0,station_A,Final carga,Textiles,800.0,True
80,UZRENUN5Z3,HHEXD,2024-06-06 10:04:49,34.0,station_A,Salida de vagones,Textiles,800.0,True
81,UZRENUN5Z3,HHEXD,2024-06-06 11:14:59,34.0,station_B,Llegada de vagones,Textiles,759.8,True
82,UZRENUN5Z3,HHEXD,2024-06-06 11:15:49,26.0,station_B,Descarga de vagones,Textiles,759.8,True
83,UZRENUN5Z3,HHEXD,2024-06-06 11:15:49,26.0,station_B,Salida de vagones,Textiles,759.8,True
84,UZRENUN5Z3,HHEXD,2024-06-06 11:57:57,26.0,station_C,Llegada de vagones,Textiles,737.12,True
85,UZRENUN5Z3,HHEXD,2024-06-06 11:58:34,19.0,station_C,Descarga de vagones,Textiles,737.12,True
86,UZRENUN5Z3,HHEXD,2024-06-06 11:58:34,19.0,station_C,Salida de vagones,Textiles,737.12,True
87,UZRENUN5Z3,HHEXD,2024-06-06 13:28:00,19.0,station_D,Llegada de vagones,Textiles,683.57,True
88,UZRENUN5Z3,HHEXD,2024-06-06 13:29:40,2.0,station_D,Descarga de vagones,Textiles,683.57,True
89,UZRENUN5Z3,HHEXD,2024-06-06 13:29:40,2.0,station_D,Salida de vagones,Textiles,683.57,True
90,UZRENUN5Z3,HHEXD,2024-06-06 14:44:10,2.0,station_E,Llegada de vagones,Textiles,652.97,True
91,UZRENUN5Z3,HHEXD,2024-06-06 14:44:21,0.0,station_E,Descarga de vagones,Textiles,652.97,True
92,UZRENUN5Z3,HHEXD,2024-06-06 14:44:21,0.0,station_E,Salida de vagones,Textiles,652.97,True
93,UZRENUN5Z3,HHEXD,2024-06-06 16:12:11,0.0,station_F,Llegada de vagones,Textiles,616.97,True
94,UZRENUN5Z3,HHEXD,2024-06-06 16:12:11,0.0,station_F,Descarga de vagones,Textiles,616.97,True
95,UZRENUN5Z3,HHEXD,2024-06-06 16:12:11,0.0,station_F,Salida de vagones,Textiles,616.97,True
96,UZRENUN5Z3,HHEXD,2024-06-06 19:27:17,0.0,station_G,Llegada de vagones,Textiles,541.97,True
97,UZRENUN5Z3,HHEXD,2024-06-06 19:27:17,0.0,station_G,Descarga de vagones,Textiles,541.97,True
98,UZRENUN5Z3,HHEXD,2024-06-06 19:27:17,0.0,station_G,Final de ruta,Textiles,541.97,True
99,ZXOI65FDHJ,VXRCS,2024-06-07 10:11:30,50.0,station_A,Final carga,Food,422.2559999999998,True
100,ZXOI65FDHJ,VXRCS,2024-06-07 10:11:30,50.0,station_A,Salida de vagones,Food,422.2559999999998,True
101,ZXOI65FDHJ,VXRCS,2024-06-07 10:51:08,50.0,station_B,Llegada de vagones,Food,332.2559999999998,True
102,ZXOI65FDHJ,VXRCS,2024-06-07 10:58:49,0.0,station_B,Descarga de vagones,Food,332.2559999999998,True
103,ZXOI65FDHJ,VXRCS,2024-06-07 10:58:49,0.0,station_B,Salida de vagones,Food,332.2559999999998,True
104,ZXOI65FDHJ,VXRCS,2024-06-07 11:28:22,0.0,station_C,Llegada de vagones,Food,296.2559999999998,True
105,ZXOI65FDHJ,VXRCS,2024-06-07 11:28:22,-37.0,station_C,Descarga de vagones,Food,296.2559999999998,True
106,ZXOI65FDHJ,VXRCS,2024-06-07 11:28:22,0.0,station_C,Salida de vagones,Food,296.2559999999998,True
107,ZXOI65FDHJ,VXRCS,2024-06-07 12:51:09,0.0,station_D,Llegada de vagones,Food,206.2559999999998,True
108,ZXOI65FDHJ,VXRCS,2024-06-07 12:51:09,0.0,station_D,Descarga de vagones,Food,206.2559999999998,True
109,ZXOI65FDHJ,VXRCS,2024-06-07 12:51:09,0.0,station_D,Salida de vagones,Food,206.2559999999998,True
110,ZXOI65FDHJ,VXRCS,2024-06-07 13:43:03,0.0,station_E,Llegada de vagones,Food,146.2559999999998,True
111,ZXOI65FDHJ,VXRCS,2024-06-07 13:43:03,0.0,station_E,Descarga de vagones,Food,146.2559999999998,True
112,ZXOI65FDHJ,VXRCS,2024-06-07 13:43:03,0.0,station_E,Salida de vagones,Food,146.2559999999998,True
113,ZXOI65FDHJ,VXRCS,2024-06-07 14:45:58,0.0,station_F,Llegada de vagones,Food,74.2559999999998,True
114,ZXOI65FDHJ,VXRCS,2024-06-07 14:45:58,0.0,station_F,Descarga de vagones,Food,74.2559999999998,True
115,ZXOI65FDHJ,VXRCS,2024-06-07 14:45:58,0.0,station_F,Salida de vagones,Food,74.2559999999998,True
116,ZXOI65FDHJ,VXRCS,2024-06-07 17:19:51,0.0,station_G,Llegada de vagones,Food,0.0,True
117,ZXOI65FDHJ,VXRCS,2024-06-07 17:19:51,0.0,station_G,Descarga de vagones,Food,0.0,True
118,ZXOI65FDHJ,VXRCS,2024-06-07 17:19:51,0.0,station_G,Final de ruta,Food,0.0,True
119,7Q9AH8RVHS,UDAXI,2024-06-06 16:19:49,85.0,station_A,Final carga,Food,602.1759999999999,True
120,7Q9AH8RVHS,UDAXI,2024-06-06 16:19:49,85.0,station_A,Salida de vagones,Food,602.1759999999999,True
121,7Q9AH8RVHS,UDAXI,2024-06-06 17:58:40,85.0,station_B,Llegada de vagones,Food,528.1759999999999,True
122,7Q9AH8RVHS,UDAXI,2024-06-06 18:08:24,27.0,station_B,Descarga de vagones,Food,528.1759999999999,True
123,7Q9AH8RVHS,UDAXI,2024-06-06 18:08:24,27.0,station_B,Salida de vagones,Food,528.1759999999999,True
124,7Q9AH8RVHS,UDAXI,2024-06-06 19:18:56,27.0,station_C,Llegada de vagones,Food,497.6959999999999,True
125,7Q9AH8RVHS,UDAXI,2024-06-06 19:18:56,27.0,station_C,Descarga de vagones,Food,497.6959999999999,True
126,7Q9AH8RVHS,UDAXI,2024-06-06 19:18:56,27.0,station_C,Salida de vagones,Food,497.6959999999999,True
127,7Q9AH8RVHS,UDAXI,2024-06-06 22:03:54,27.0,station_D,Llegada de vagones,Food,421.4959999999999,True
128,7Q9AH8RVHS,UDAXI,2024-06-06 22:07:30,4.0,station_D,Descarga de vagones,Food,421.4959999999999,True
129,7Q9AH8RVHS,UDAXI,2024-06-06 22:07:30,4.0,station_D,Salida de vagones,Food,421.4959999999999,True
130,7Q9AH8RVHS,UDAXI,2024-06-07 00:14:12,4.0,station_E,Llegada de vagones,Food,379.8959999999999,True
131,7Q9AH8RVHS,UDAXI,2024-06-07 00:14:33,2.0,station_E,Descarga de vagones,Food,379.8959999999999,True
132,7Q9AH8RVHS,UDAXI,2024-06-07 00:14:33,2.0,station_E,Salida de vagones,Food,379.8959999999999,True
133,7Q9AH8RVHS,UDAXI,2024-06-07 02:59:17,2.0,station_F,Llegada de vagones,Food,330.9359999999999,True
134,7Q9AH8RVHS,UDAXI,2024-06-07 02:59:35,0.0,station_F,Descarga de vagones,Food,330.9359999999999,True
135,7Q9AH8RVHS,UDAXI,2024-06-07 02:59:35,0.0,station_F,Salida de vagones,Food,330.9359999999999,True
136,7Q9AH8RVHS,UDAXI,2024-06-07 08:19:33,0.0,station_G,Llegada de vagones,Food,230.93599999999992,True
137,7Q9AH8RVHS,UDAXI,2024-06-07 08:19:33,0.0,station_G,Descarga de vagones,Food,230.93599999999992,True
138,7Q9AH8RVHS,UDAXI,2024-06-07 08:19:33,0.0,station_G,Final de ruta,Food,230.93599999999992,True
139,6GT6MJXK87,HHEXD,2024-06-08 10:04:49,18.0,station_A,Final carga,Chemicals,307.97,True
140,6GT6MJXK87,HHEXD,2024-06-08 10:04:49,18.0,station_A,Salida de vagones,Chemicals,307.97,True
141,6GT6MJXK87,HHEXD,2024-06-08 11:20:58,18.0,station_B,Llegada de vagones,Chemicals,237.17000000000002,True
142,6GT6MJXK87,HHEXD,2024-06-08 11:23:07,8.0,station_B,Descarga de vagones,Chemicals,237.17000000000002,True
143,6GT6MJXK87,HHEXD,2024-06-08 11:23:07,8.0,station_B,Salida de vagones,Chemicals,237.17000000000002,True
144,6GT6MJXK87,HHEXD,2024-06-08 12:11:21,8.0,station_C,Llegada de vagones,Chemicals,198.29000000000002,True
145,6GT6MJXK87,HHEXD,2024-06-08 12:12:45,1.0,station_C,Descarga de vagones,Chemicals,198.29000000000002,True
146,6GT6MJXK87,HHEXD,2024-06-08 12:12:45,1.0,station_C,Salida de vagones,Chemicals,198.29000000000002,True
147,6GT6MJXK87,HHEXD,2024-06-08 14:06:47,1.0,station_D,Llegada de vagones,Chemicals,107.39000000000003,True
148,6GT6MJXK87,HHEXD,2024-06-08 14:06:47,1.0,station_D,Descarga de vagones,Chemicals,107.39000000000003,True
149,6GT6MJXK87,HHEXD,2024-06-08 14:06:47,1.0,station_D,Salida de vagones,Chemicals,107.39000000000003,True
150,6GT6MJXK87,HHEXD,2024-06-08 15:12:37,1.0,station_E,Llegada de vagones,Chemicals,46.790000000000035,True
151,6GT6MJXK87,HHEXD,2024-06-08 15:12:37,1.0,station_E,Descarga de vagones,Chemicals,46.790000000000035,True
152,6GT6MJXK87,HHEXD,2024-06-08 15:12:37,1.0,station_E,Salida de vagones,Chemicals,46.790000000000035,True
153,6GT6MJXK87,HHEXD,2024-06-08 16:43:08,1.0,station_F,Llegada de vagones,Chemicals,0.0,True
154,6GT6MJXK87,HHEXD,2024-06-08 16:43:19,0.0,station_F,Descarga de vagones,Chemicals,0.0,True
155,6GT6MJXK87,HHEXD,2024-06-08 16:43:19,0.0,station_F,Salida de vagones,Chemicals,0.0,True
156,6GT6MJXK87,HHEXD,2024-06-08 19:28:47,0.0,station_G,Llegada de vagones,Chemicals,0.0,True
157,6GT6MJXK87,HHEXD,2024-06-08 19:28:47,0.0,station_G,Descarga de vagones,Chemicals,0.0,True
158,6GT6MJXK87,HHEXD,2024-06-08 19:28:47,0.0,station_G,Final de ruta,Chemicals,0.0,True
159,PDPFF5E8II,VXRCS,2024-06-10 10:14:57,45.0,station_A,Final carga,Chemicals,1200.0,True
160,PDPFF5E8II,VXRCS,2024-06-10 10:14:57,45.0,station_A,Salida de vagones,Chemicals,1200.0,True
161,PDPFF5E8II,VXRCS,2024-06-10 11:01:16,45.0,station_B,Llegada de vagones,Chemicals,1095.6,True
162,PDPFF5E8II,VXRCS,2024-06-10 11:03:08,35.0,station_B,Descarga de vagones,Chemicals,1095.6,True
163,PDPFF5E8II,VXRCS,2024-06-10 11:03:08,35.0,station_B,Salida de vagones,Chemicals,1095.6,True
164,PDPFF5E8II,VXRCS,2024-06-10 11:34:51,35.0,station_C,Llegada de vagones,Chemicals,1037.28,True
165,PDPFF5E8II,VXRCS,2024-06-10 11:38:04,19.0,station_C,Descarga de vagones,Chemicals,1037.28,True
166,PDPFF5E8II,VXRCS,2024-06-10 11:38:04,19.0,station_C,Salida de vagones,Chemicals,1037.28,True
167,PDPFF5E8II,VXRCS,2024-06-10 12:45:34,19.0,station_D,Llegada de vagones,Chemicals,908.76,True
168,PDPFF5E8II,VXRCS,2024-06-10 12:48:27,3.0,station_D,Descarga de vagones,Chemicals,908.76,True
169,PDPFF5E8II,VXRCS,2024-06-10 12:48:27,3.0,station_D,Salida de vagones,Chemicals,908.76,True
170,PDPFF5E8II,VXRCS,2024-06-10 13:34:56,3.0,station_E,Llegada de vagones,Chemicals,834.6,True
171,PDPFF5E8II,VXRCS,2024-06-10 13:35:35,0.0,station_E,Descarga de vagones,Chemicals,834.6,True
172,PDPFF5E8II,VXRCS,2024-06-10 13:35:35,0.0,station_E,Salida de vagones,Chemicals,834.6,True
173,PDPFF5E8II,VXRCS,2024-06-10 14:37:56,0.0,station_F,Llegada de vagones,Chemicals,5696.0,True
174,PDPFF5E8II,VXRCS,2024-06-10 14:37:56,0.0,station_F,Descarga de vagones,Chemicals,748.2,True
175,PDPFF5E8II,VXRCS,2024-06-10 14:37:56,0.0,station_F,Salida de vagones,Chemicals,748.2,True
176,PDPFF5E8II,VXRCS,2024-06-10 17:06:24,0.0,station_G,Llegada de vagones,Chemicals,568.2,True
177,PDPFF5E8II,VXRCS,2024-06-10 17:06:24,0.0,station_G,Descarga de vagones,Chemicals,568.2,True
178,PDPFF5E8II,VXRCS,2024-06-10 17:06:24,0.0,station_G,Final de ruta,Chemicals,568.2,True
179,TZX272HPOE,UDAXI,2024-06-11 10:13:10,73.0,station_A,Final carga,Electronics,1000.0,True
180,TZX272HPOE,UDAXI,2024-06-11 10:13:10,73.0,station_A,Salida de vagones,Electronics,1000.0,True
181,TZX272HPOE,UDAXI,2024-06-11 11:54:40,73.0,station_B,Llegada de vagones,Electronics,944.64,True
182,TZX272HPOE,UDAXI,2024-06-11 12:04:07,3.0,station_B,Descarga de vagones,Electronics,944.64,True
183,TZX272HPOE,UDAXI,2024-06-11 12:04:07,3.0,station_B,Salida de vagones,Electronics,944.64,True
184,TZX272HPOE,UDAXI,2024-06-11 13:22:50,3.0,station_C,Llegada de vagones,Electronics,924.864,True
185,TZX272HPOE,UDAXI,2024-06-11 13:22:58,2.0,station_C,Descarga de vagones,Electronics,924.864,True
186,TZX272HPOE,UDAXI,2024-06-11 13:22:58,2.0,station_C,Salida de vagones,Electronics,924.864,True
187,TZX272HPOE,UDAXI,2024-06-11 16:46:22,2.0,station_D,Llegada de vagones,Electronics,875.904,True
188,TZX272HPOE,UDAXI,2024-06-11 16:46:35,0.0,station_D,Descarga de vagones,Electronics,875.904,True
189,TZX272HPOE,UDAXI,2024-06-11 16:46:35,0.0,station_D,Salida de vagones,Electronics,875.904,True
190,TZX272HPOE,UDAXI,2024-06-11 19:05:07,0.0,station_E,Llegada de vagones,Electronics,843.904,True
191,TZX272HPOE,UDAXI,2024-06-11 19:05:07,0.0,station_E,Descarga de vagones,Electronics,843.904,True
192,TZX272HPOE,UDAXI,2024-06-11 19:05:07,0.0,station_E,Salida de vagones,Electronics,843.904,True
193,TZX272HPOE,UDAXI,2024-06-11 21:28:34,0.0,station_F,Llegada de vagones,Electronics,805.504,True
194,TZX272HPOE,UDAXI,2024-06-11 21:28:34,0.0,station_F,Descarga de vagones,Electronics,805.504,True
195,TZX272HPOE,UDAXI,2024-06-11 21:28:34,0.0,station_F,Salida de vagones,Electronics,805.504,True
196,TZX272HPOE,UDAXI,2024-06-12 02:20:49,0.0,station_G,Llegada de vagones,Electronics,725.504,True
197,TZX272HPOE,UDAXI,2024-06-12 02:20:49,0.0,station_G,Descarga de vagones,Electronics,725.504,True
198,TZX272HPOE,UDAXI,2024-06-12 02:20:49,0.0,station_G,Final de ruta,Electronics,725.504,True
199,DOECVE6PR5,HHEXD,2024-06-12 10:10:14,36.0,station_A,Final carga,Chemicals,800.0,True
200,DOECVE6PR5,HHEXD,2024-06-12 10:10:14,36.0,station_A,Salida de vagones,Chemicals,800.0,True
201,DOECVE6PR5,HHEXD,2024-06-12 11:17:53,36.0,station_B,Llegada de vagones,Chemicals,,True
202,DOECVE6PR5,HHEXD,2024-06-12 11:19:28,28.0,station_B,Descarga de vagones,Chemicals,718.4,True
203,DOECVE6PR5,HHEXD,2024-06-12 11:19:28,28.0,station_B,Salida de vagones,Chemicals,718.4,True
204,DOECVE6PR5,HHEXD,2024-06-12 11:58:11,28.0,station_C,Llegada de vagones,Chemicals,672.3199999999999,True
205,DOECVE6PR5,HHEXD,2024-06-12 12:02:39,5.0,station_C,Descarga de vagones,Chemicals,672.3199999999999,True
206,DOECVE6PR5,HHEXD,2024-06-12 12:02:39,5.0,station_C,Salida de vagones,Chemicals,672.3199999999999,True
207,DOECVE6PR5,HHEXD,2024-06-12 13:51:19,5.0,station_D,Llegada de vagones,Chemicals,577.8199999999999,True
208,DOECVE6PR5,HHEXD,2024-06-12 13:52:06,1.0,station_D,Descarga de vagones,Chemicals,577.8199999999999,True
209,DOECVE6PR5,HHEXD,2024-06-12 13:52:06,1.0,station_D,Salida de vagones,Chemicals,577.8199999999999,True
210,DOECVE6PR5,HHEXD,2024-06-12 15:07:45,1.0,station_E,Llegada de vagones,Chemicals,517.2199999999999,True
211,DOECVE6PR5,HHEXD,2024-06-12 15:07:57,0.0,station_E,Descarga de vagones,Chemicals,517.2199999999999,True
212,DOECVE6PR5,HHEXD,2024-06-12 15:07:57,0.0,station_E,Salida de vagones,Chemicals,517.2199999999999,True
213,DOECVE6PR5,HHEXD,2024-06-12 16:41:39,0.0,station_F,Llegada de vagones,Chemicals,445.2199999999999,True
214,DOECVE6PR5,HHEXD,2024-06-12 16:41:39,0.0,station_F,Descarga de vagones,Chemicals,445.2199999999999,True
215,DOECVE6PR5,HHEXD,2024-06-12 16:41:39,0.0,station_F,Salida de vagones,Chemicals,445.2199999999999,True
216,DOECVE6PR5,HHEXD,2024-06-12 19:36:28,0.0,station_G,Llegada de vagones,Chemicals,295.2199999999999,True
217,DOECVE6PR5,HHEXD,2024-06-12 19:36:28,0.0,station_G,Descarga de vagones,Chemicals,295.2199999999999,True
218,DOECVE6PR5,HHEXD,2024-06-12 19:36:28,0.0,station_G,Final de ruta,Chemicals,295.2199999999999,True
219,0MGG1W103D,VXRCS,2024-06-13 10:09:08,50.0,station_A,Final carga,Electronics,1200.0,True
220,0MGG1W103D,VXRCS,2024-06-13 10:09:08,50.0,station_A,Salida de vagones,Electronics,1200.0,True
221,0MGG1W103D,VXRCS,2024-06-13 10:54:01,50.0,station_B,Llegada de vagones,Electronics,1128.0,True
222,0MGG1W103D,VXRCS,2024-06-13 10:54:23,47.0,station_B,Descarga de vagones,Electronics,1128.0,True
223,0MGG1W103D,VXRCS,2024-06-13 10:54:23,47.0,station_B,Salida de vagones,Electronics,1128.0,True
224,0MGG1W103D,VXRCS,2024-06-13 11:21:03,47.0,station_C,Llegada de vagones,Electronics,1085.664,True
225,0MGG1W103D,VXRCS,2024-06-13 11:24:00,22.0,station_C,Descarga de vagones,Electronics,1085.664,True
226,0MGG1W103D,VXRCS,2024-06-13 11:24:00,22.0,station_C,Salida de vagones,Electronics,1085.664,True
227,0MGG1W103D,VXRCS,2024-06-13 12:37:14,22.0,station_D,Llegada de vagones,Electronics,997.824,True
228,0MGG1W103D,VXRCS,2024-06-13 12:38:24,12.0,station_D,Descarga de vagones,Electronics,997.824,True
229,0MGG1W103D,VXRCS,2024-06-13 12:38:24,12.0,station_D,Salida de vagones,Electronics,997.824,True
