trip_id,train_name,date,cargo,station_id,event,cargo_type,fuel_level
WNREK8PK3Y,UDAXI,2024-06-01 19:59:52,1,station_E,Descarga de vagones,Chemicals,788.704
WNREK8PK3Y,UDAXI,2024-06-01 19:59:52,1,station_E,Salida de vagones,Chemicals,788.704
WNREK8PK3Y,UDAXI,2024-06-01 20:29:35,1,station_F,Llegada de vagones,Chemicals,730.5279999999999
WNREK8PK3Y,UDAXI,2024-06-01 20:29:35,1,station_F,Descarga de vagones,Chemicals,730.5279999999999
WNREK8PK3Y,UDAXI,2024-06-01 20:29:35,1,station_F,Salida de vagones,Chemicals,730.5279999999999
WNREK8PK3Y,UDAXI,2024-06-01 21:32:02,1,station_G,Llegada de vagones,Chemicals,609.328
WNREK8PK3Y,UDAXI,2024-06-01 21:32:02,1,station_G,Descarga de vagones,Chemicals,609.328
WNREK8PK3Y,UDAXI,2024-06-01 21:32:02,1,station_G,Final de ruta,Chemicals,609.328
UZRENUN5Z3,HHEXD,2024-06-11 10:00:00,0,station_A,Comienzo de ruta,_,800.0
UZRENUN5Z3,HHEXD,2024-06-11 10:05:44,34,station_A,Final carga,Textiles,800.0
UZRENUN5Z3,HHEXD,2024-06-11 10:05:44,34,station_A,Salida de vagones,Textiles,800.0
UZRENUN5Z3,HHEXD,2024-06-11 10:43:28,34,station_B,Llegada de vagones,Textiles,759.8
UZRENUN5Z3,HHEXD,2024-06-11 10:44:12,26,station_B,Descarga de vagones,Textiles,759.8
UZRENUN5Z3,HHEXD,2024-06-11 10:44:12,26,station_B,Salida de vagones,Textiles,759.8
UZRENUN5Z3,HHEXD,2024-06-11 11:02:39,26,station_C,Llegada de vagones,Textiles,737.12
UZRENUN5Z3,HHEXD,2024-06-11 11:03:16,19,station_C,Descarga de vagones,Textiles,737.12
UZRENUN5Z3,HHEXD,2024-06-11 11:03:16,19,station_C,Salida de vagones,Textiles,737.12
UZRENUN5Z3,HHEXD,2024-06-11 11:50:43,19,station_D,Llegada de vagones,Textiles,683.57
UZRENUN5Z3,HHEXD,2024-06-11 11:52:25,2,station_D,Descarga de vagones,Textiles,683.57
UZRENUN5Z3,HHEXD,2024-06-11 11:52:25,2,station_D,Salida de vagones,Textiles,683.57
UZRENUN5Z3,HHEXD,2024-06-11 12:33:00,2,station_E,Llegada de vagones,Textiles,652.97
UZRENUN5Z3,HHEXD,2024-06-11 12:33:11,0,station_E,Descarga de vagones,Textiles,652.97
UZRENUN5Z3,HHEXD,2024-06-11 12:33:11,0,station_E,Salida de vagones,Textiles,652.97
UZRENUN5Z3,HHEXD,2024-06-11 13:15:50,0,station_F,Llegada de vagones,Textiles,616.97
UZRENUN5Z3,HHEXD,2024-06-11 13:15:50,0,station_F,Descarga de vagones,Textiles,616.97
UZRENUN5Z3,HHEXD,2024-06-11 13:15:50,0,station_F,Salida de vagones,Textiles,616.97
UZRENUN5Z3,HHEXD,2024-06-11 14:40:11,0,station_G,Llegada de vagones,Textiles,541.97
UZRENUN5Z3,HHEXD,2024-06-11 14:40:11,0,station_G,Descarga de vagones,Textiles,541.97
UZRENUN5Z3,HHEXD,2024-06-11 14:40:11,0,station_G,Final de ruta,Textiles,541.97
7Q9AH8RVHS,UDAXI,2024-06-03 10:00:00,0,station_A,Comienzo de ruta,_,234.928
7Q9AH8RVHS,UDAXI,2024-06-03 10:20:01,85,station_A,Final carga,Food,234.928
7Q9AH8RVHS,UDAXI,2024-06-03 10:20:01,85,station_A,Salida de vagones,Food,234.928
7Q9AH8RVHS,UDAXI,2024-06-03 10:45:00,85,station_B,Llegada de vagones,Food,160.928
7Q9AH8RVHS,UDAXI,2024-06-03 10:56:15,27,station_B,Descarga de vagones,Food,160.928
7Q9AH8RVHS,UDAXI,2024-06-03 10:56:15,27,station_B,Salida de vagones,Food,160.928
7Q9AH8RVHS,UDAXI,2024-06-03 11:10:23,27,station_C,Llegada de vagones,Food,130.448
7Q9AH8RVHS,UDAXI,2024-06-03 11:10:23,27,station_C,Descarga de vagones,Food,130.448
7Q9AH8RVHS,UDAXI,2024-06-03 11:10:23,27,station_C,Salida de vagones,Food,130.448
7Q9AH8RVHS,UDAXI,2024-06-03 11:53:05,27,station_D,Llegada de vagones,Food,54.248000000000005
7Q9AH8RVHS,UDAXI,2024-06-03 11:56:45,4,station_D,Descarga de vagones,Food,54.248000000000005
7Q9AH8RVHS,UDAXI,2024-06-03 11:56:45,4,station_D,Salida de vagones,Food,54.248000000000005
7Q9AH8RVHS,UDAXI,2024-06-03 12:20:46,4,station_E,Llegada de vagones,Food,12.648000000000003
7Q9AH8RVHS,UDAXI,2024-06-03 12:21:04,2,station_E,Descarga de vagones,Food,12.648000000000003
7Q9AH8RVHS,UDAXI,2024-06-03 12:21:04,2,station_E,Salida de vagones,Food,12.648000000000003
7Q9AH8RVHS,UDAXI,2024-06-03 12:50:53,2,station_F,Llegada de vagones,Food,0.0
7Q9AH8RVHS,UDAXI,2024-06-03 12:51:11,0,station_F,Descarga de vagones,Food,0.0
7Q9AH8RVHS,UDAXI,2024-06-03 12:51:11,0,station_F,Salida de vagones,Food,0.0
7Q9AH8RVHS,UDAXI,2024-06-03 14:02:57,0,station_G,Llegada de vagones,Food,0.0
7Q9AH8RVHS,UDAXI,2024-06-03 14:02:57,0,station_G,Descarga de vagones,Food,0.0
7Q9AH8RVHS,UDAXI,2024-06-03 14:02:57,0,station_G,Final de ruta,Food,0.0
6GT6MJXK87,HHEXD,2024-06-12 10:00:00,0,station_A,Comienzo de ruta,_,307.97
6GT6MJXK87,HHEXD,2024-06-12 10:10:48,30,station_A,Final carga,Chemicals,307.97
6GT6MJXK87,HHEXD,2024-06-12 10:10:48,30,station_A,Salida de vagones,Chemicals,307.97
6GT6MJXK87,HHEXD,2024-06-12 10:42:07,30,station_B,Llegada de vagones,Chemicals,229.97000000000003
6GT6MJXK87,HHEXD,2024-06-12 10:44:17,20,station_B,Descarga de vagones,Chemicals,229.97000000000003
6GT6MJXK87,HHEXD,2024-06-12 10:44:17,20,station_B,Salida de vagones,Chemicals,229.97000000000003
6GT6MJXK87,HHEXD,2024-06-12 11:03:52,20,station_C,Llegada de vagones,Chemicals,186.77000000000004
6GT6MJXK87,HHEXD,2024-06-12 11:06:40,5,station_C,Descarga de vagones,Chemicals,186.77000000000004
6GT6MJXK87,HHEXD,2024-06-12 11:06:40,5,station_C,Salida de vagones,Chemicals,186.77000000000004
6GT6MJXK87,HHEXD,2024-06-12 11:56:46,5,station_D,Llegada de vagones,Chemicals,92.27000000000004
6GT6MJXK87,HHEXD,2024-06-12 11:56:46,5,station_D,Descarga de vagones,Chemicals,92.27000000000004
6GT6MJXK87,HHEXD,2024-06-12 11:56:46,5,station_D,Salida de vagones,Chemicals,92.27000000000004
6GT6MJXK87,HHEXD,2024-06-12 12:32:50,5,station_E,Llegada de vagones,Chemicals,29.27000000000004
6GT6MJXK87,HHEXD,2024-06-12 12:32:50,5,station_E,Descarga de vagones,Chemicals,29.27000000000004
6GT6MJXK87,HHEXD,2024-06-12 12:32:50,5,station_E,Salida de vagones,Chemicals,29.27000000000004
6GT6MJXK87,HHEXD,2024-06-12 13:17:09,5,station_F,Llegada de vagones,Chemicals,0.0
6GT6MJXK87,HHEXD,2024-06-12 13:17:32,3,station_F,Descarga de vagones,Chemicals,0.0
6GT6MJXK87,HHEXD,2024-06-12 13:17:32,3,station_F,Salida de vagones,Chemicals,0.0
6GT6MJXK87,HHEXD,2024-06-12 14:48:21,3,station_G,Llegada de vagones,Chemicals,0.0
6GT6MJXK87,HHEXD,2024-06-12 14:48:46,1,station_G,Descarga de vagones,Chemicals,0.0
6GT6MJXK87,HHEXD,2024-06-12 14:48:46,1,station_G,Final de ruta,Chemicals,0.0
PDPFF5E8II,VXRCS,2024-06-18 10:00:00,0,station_A,Comienzo de ruta,_,1200.0
PDPFF5E8II,VXRCS,2024-06-18 10:12:42,45,station_A,Final carga,Chemicals,1200.0
PDPFF5E8II,VXRCS,2024-06-18 10:12:42,45,station_A,Salida de vagones,Chemicals,1200.0
PDPFF5E8II,VXRCS,2024-06-18 11:04:56,45,station_B,Llegada de vagones,Chemicals,1095.6
PDPFF5E8II,VXRCS,2024-06-18 11:06:55,35,station_B,Descarga de vagones,Chemicals,1095.6
PDPFF5E8II,VXRCS,2024-06-18 11:06:55,35,station_B,Salida de vagones,Chemicals,1095.6
PDPFF5E8II,VXRCS,2024-06-18 11:45:22,35,station_C,Llegada de vagones,Chemicals,1037.28
PDPFF5E8II,VXRCS,2024-06-18 11:48:17,19,station_C,Descarga de vagones,Chemicals,1037.28
PDPFF5E8II,VXRCS,2024-06-18 11:48:17,19,station_C,Salida de vagones,Chemicals,1037.28
PDPFF5E8II,VXRCS,2024-06-18 13:06:53,19,station_D,Llegada de vagones,Chemicals,908.76
PDPFF5E8II,VXRCS,2024-06-18 13:10:06,3,station_D,Descarga de vagones,Chemicals,908.76
PDPFF5E8II,VXRCS,2024-06-18 13:10:06,3,station_D,Salida de vagones,Chemicals,908.76
PDPFF5E8II,VXRCS,2024-06-18 14:15:47,3,station_E,Llegada de vagones,Chemicals,834.6
PDPFF5E8II,VXRCS,2024-06-18 14:16:24,0,station_E,Descarga de vagones,Chemicals,834.6
PDPFF5E8II,VXRCS,2024-06-18 14:16:24,0,station_E,Salida de vagones,Chemicals,834.6
PDPFF5E8II,VXRCS,2024-06-18 15:34:58,0,station_F,Llegada de vagones,Chemicals,748.2
PDPFF5E8II,VXRCS,2024-06-18 15:34:58,0,station_F,Descarga de vagones,Chemicals,748.2
PDPFF5E8II,VXRCS,2024-06-18 15:34:58,0,station_F,Salida de vagones,Chemicals,748.2
PDPFF5E8II,VXRCS,2024-06-18 18:04:49,0,station_G,Llegada de vagones,Chemicals,568.2
PDPFF5E8II,VXRCS,2024-06-18 18:04:49,0,station_G,Descarga de vagones,Chemicals,568.2
PDPFF5E8II,VXRCS,2024-06-18 18:04:49,0,station_G,Final de ruta,Chemicals,568.2
TZX272HPOE,UDAXI,2024-06-03 18:00:00,0,station_A,Comienzo de ruta,_,1000.0
TZX272HPOE,UDAXI,2024-06-03 18:13:46,73,station_A,Final carga,Electronics,1000.0
TZX272HPOE,UDAXI,2024-06-03 18:13:46,73,station_A,Salida de vagones,Electronics,1000.0
TZX272HPOE,UDAXI,2024-06-03 18:35:41,73,station_B,Llegada de vagones,Electronics,944.64
TZX272HPOE,UDAXI,2024-06-03 18:44:03,3,station_B,Descarga de vagones,Electronics,944.64
TZX272HPOE,UDAXI,2024-06-03 18:44:03,3,station_B,Salida de vagones,Electronics,944.64
TZX272HPOE,UDAXI,2024-06-03 19:01:09,3,station_C,Llegada de vagones,Electronics,924.864
TZX272HPOE,UDAXI,2024-06-03 19:01:17,2,station_C,Descarga de vagones,Electronics,924.864
TZX272HPOE,UDAXI,2024-06-03 19:01:17,2,station_C,Salida de vagones,Electronics,924.864
TZX272HPOE,UDAXI,2024-06-03 19:48:51,2,station_D,Llegada de vagones,Electronics,875.904
TZX272HPOE,UDAXI,2024-06-03 19:49:05,0,station_D,Descarga de vagones,Electronics,875.904
TZX272HPOE,UDAXI,2024-06-03 19:49:05,0,station_D,Salida de vagones,Electronics,875.904
TZX272HPOE,UDAXI,2024-06-03 20:15:00,0,station_E,Llegada de vagones,Electronics,843.904
TZX272HPOE,UDAXI,2024-06-03 20:15:00,0,station_E,Descarga de vagones,Electronics,843.904
TZX272HPOE,UDAXI,2024-06-03 20:15:00,0,station_E,Salida de vagones,Electronics,843.904
TZX272HPOE,UDAXI,2024-06-03 20:49:20,0,station_F,Llegada de vagones,Electronics,805.504
TZX272HPOE,UDAXI,2024-06-03 20:49:20,0,station_F,Descarga de vagones,Electronics,805.504
TZX272HPOE,UDAXI,2024-06-03 20:49:20,0,station_F,Salida de vagones,Electronics,805.504
TZX272HPOE,UDAXI,2024-06-03 21:58:29,0,station_G,Llegada de vagones,Electronics,725.504
TZX272HPOE,UDAXI,2024-06-03 21:58:29,0,station_G,Descarga de vagones,Electronics,725.504
TZX272HPOE,UDAXI,2024-06-03 21:58:29,0,station_G,Final de ruta,Electronics,725.504
DOECVE6PR5,HHEXD,2024-06-13 10:00:00,0,station_A,Comienzo de ruta,_,800.0
DOECVE6PR5,HHEXD,2024-06-13 10:11:10,36,station_A,Final carga,Chemicals,800.0
DOECVE6PR5,HHEXD,2024-06-13 10:11:10,36,station_A,Salida de vagones,Chemicals,800.0
DOECVE6PR5,HHEXD,2024-06-13 10:43:06,36,station_B,Llegada de vagones,Chemicals,718.4
DOECVE6PR5,HHEXD,2024-06-13 10:44:55,28,station_B,Descarga de vagones,Chemicals,718.4
DOECVE6PR5,HHEXD,2024-06-13 10:44:55,28,station_B,Salida de vagones,Chemicals,718.4
DOECVE6PR5,HHEXD,2024-06-13 11:03:48,28,station_C,Llegada de vagones,Chemicals,672.3199999999999
DOECVE6PR5,HHEXD,2024-06-13 11:08:34,5,station_C,Descarga de vagones,Chemicals,672.3199999999999
DOECVE6PR5,HHEXD,2024-06-13 11:08:34,5,station_C,Salida de vagones,Chemicals,672.3199999999999
DOECVE6PR5,HHEXD,2024-06-13 11:57:22,5,station_D,Llegada de vagones,Chemicals,577.8199999999999
DOECVE6PR5,HHEXD,2024-06-13 11:58:15,1,station_D,Descarga de vagones,Chemicals,577.8199999999999
DOECVE6PR5,HHEXD,2024-06-13 11:58:15,1,station_D,Salida de vagones,Chemicals,577.8199999999999
DOECVE6PR5,HHEXD,2024-06-13 12:31:23,1,station_E,Llegada de vagones,Chemicals,517.2199999999999
DOECVE6PR5,HHEXD,2024-06-13 12:31:35,0,station_E,Descarga de vagones,Chemicals,517.2199999999999
DOECVE6PR5,HHEXD,2024-06-13 12:31:35,0,station_E,Salida de vagones,Chemicals,517.2199999999999
DOECVE6PR5,HHEXD,2024-06-13 13:14:22,0,station_F,Llegada de vagones,Chemicals,445.2199999999999
DOECVE6PR5,HHEXD,2024-06-13 13:14:22,0,station_F,Descarga de vagones,Chemicals,445.2199999999999
DOECVE6PR5,HHEXD,2024-06-13 13:14:22,0,station_F,Salida de vagones,Chemicals,445.2199999999999
DOECVE6PR5,HHEXD,2024-06-13 14:47:21,0,station_G,Llegada de vagones,Chemicals,295.2199999999999
DOECVE6PR5,HHEXD,2024-06-13 14:47:21,0,station_G,Descarga de vagones,Chemicals,295.2199999999999
DOECVE6PR5,HHEXD,2024-06-13 14:47:21,0,station_G,Final de ruta,Chemicals,295.2199999999999
0MGG1W103D,VXRCS,2024-06-19 10:00:00,0,station_A,Comienzo de ruta,_,1200.0
0MGG1W103D,VXRCS,2024-06-19 10:10:29,50,station_A,Final carga,Electronics,1200.0
0MGG1W103D,VXRCS,2024-06-19 10:10:29,50,station_A,Salida de vagones,Electronics,1200.0
0MGG1W103D,VXRCS,2024-06-19 10:55:08,50,station_B,Llegada de vagones,Electronics,1128.0
0MGG1W103D,VXRCS,2024-06-19 10:55:35,47,station_B,Descarga de vagones,Electronics,1128.0
0MGG1W103D,VXRCS,2024-06-19 10:55:35,47,station_B,Salida de vagones,Electronics,1128.0
0MGG1W103D,VXRCS,2024-06-19 11:27:01,47,station_C,Llegada de vagones,Electronics,1085.664
0MGG1W103D,VXRCS,2024-06-19 11:30:02,22,station_C,Descarga de vagones,Electronics,1085.664
0MGG1W103D,VXRCS,2024-06-19 11:30:02,22,station_C,Salida de vagones,Electronics,1085.664
0MGG1W103D,VXRCS,2024-06-19 12:49:08,22,station_D,Llegada de vagones,Electronics,997.824
0MGG1W103D,VXRCS,2024-06-19 12:50:26,12,station_D,Descarga de vagones,Electronics,997.824
0MGG1W103D,VXRCS,2024-06-19 12:50:26,12,station_D,Salida de vagones,Electronics,997.824
0MGG1W103D,VXRCS,2024-06-19 13:45:48,12,station_E,Llegada de vagones,Electronics,944.064
0MGG1W103D,VXRCS,2024-06-19 13:47:16,0,station_E,Descarga de vagones,Electronics,944.064
0MGG1W103D,VXRCS,2024-06-19 13:47:16,0,station_E,Salida de vagones,Electronics,944.064
0MGG1W103D,VXRCS,2024-06-19 15:13:40,0,station_F,Llegada de vagones,Electronics,886.4639999999999
0MGG1W103D,VXRCS,2024-06-19 15:13:40,0,station_F,Descarga de vagones,Electronics,886.4639999999999
0MGG1W103D,VXRCS,2024-06-19 15:13:40,0,station_F,Salida de vagones,Electronics,886.4639999999999
0MGG1W103D,VXRCS,2024-06-19 17:40:33,0,station_G,Llegada de vagones,Electronics,766.4639999999999
0MGG1W103D,VXRCS,2024-06-19 17:40:33,0,station_G,Descarga de vagones,Electronics,766.4639999999999
0MGG1W103D,VXRCS,2024-06-19 17:40:33,0,station_G,Final de ruta,Electronics,766.4639999999999
MM82I1LR3P,UDAXI,2024-06-04 10:00:00,0,station_A,Comienzo de ruta,_,475.904
MM82I1LR3P,UDAXI,2024-06-04 10:13:34,39,station_A,Final carga,Machinery,475.904
MM82I1LR3P,UDAXI,2024-06-04 10:13:34,39,station_A,Salida de vagones,Machinery,475.904
MM82I1LR3P,UDAXI,2024-06-04 10:41:12,39,station_B,Llegada de vagones,Machinery,392.504
MM82I1LR3P,UDAXI,2024-06-04 10:49:33,4,station_B,Descarga de vagones,Machinery,392.504
MM82I1LR3P,UDAXI,2024-06-04 10:49:33,4,station_B,Salida de vagones,Machinery,392.504
MM82I1LR3P,UDAXI,2024-06-04 11:05:15,4,station_C,Llegada de vagones,Machinery,355.064
MM82I1LR3P,UDAXI,2024-06-04 11:05:15,4,station_C,Descarga de vagones,Machinery,355.064
MM82I1LR3P,UDAXI,2024-06-04 11:05:15,4,station_C,Salida de vagones,Machinery,355.064
MM82I1LR3P,UDAXI,2024-06-04 11:49:08,4,station_D,Llegada de vagones,Machinery,261.464
MM82I1LR3P,UDAXI,2024-06-04 11:49:08,4,station_D,Descarga de vagones,Machinery,261.464
MM82I1LR3P,UDAXI,2024-06-04 11:49:08,4,station_D,Salida de vagones,Machinery,261.464
MM82I1LR3P,UDAXI,2024-06-04 12:11:54,4,station_E,Llegada de vagones,Machinery,199.064
MM82I1LR3P,UDAXI,2024-06-04 12:12:52,0,station_E,Descarga de vagones,Machinery,199.064
MM82I1LR3P,UDAXI,2024-06-04 12:12:52,0,station_E,Salida de vagones,Machinery,199.064
MM82I1LR3P,UDAXI,2024-06-04 12:50:16,0,station_F,Llegada de vagones,Machinery,127.064
MM82I1LR3P,UDAXI,2024-06-04 12:50:16,0,station_F,Descarga de vagones,Machinery,127.064
MM82I1LR3P,UDAXI,2024-06-04 12:50:16,0,station_F,Salida de vagones,Machinery,127.064
MM82I1LR3P,UDAXI,2024-06-04 13:57:33,0,station_G,Llegada de vagones,Machinery,0.0
MM82I1LR3P,UDAXI,2024-06-04 13:57:33,0,station_G,Descarga de vagones,Machinery,0.0
MM82I1LR3P,UDAXI,2024-06-04 13:57:33,0,station_G,Final de ruta,Machinery,0.0
PK054NZDKY,HHEXD,2024-06-20 10:00:00,0,station_A,Comienzo de ruta,_,800.0
PK054NZDKY,HHEXD,2024-06-20 10:11:22,30,station_A,Final carga,Machinery,800.0
PK054NZDKY,HHEXD,2024-06-20 10:11:22,30,station_A,Salida de vagones,Machinery,800.0
PK054NZDKY,HHEXD,2024-06-20 10:53:27,30,station_B,Llegada de vagones,Machinery,702.5
PK054NZDKY,HHEXD,2024-06-20 10:55:18,22,station_B,Descarga de vagones,Machinery,702.5
PK054NZDKY,HHEXD,2024-06-20 10:55:18,22,station_B,Salida de vagones,Machinery,702.5
